Company_Brand,Sector,Main Sector,industry,Stage,Amount,HeadQuarter,What it does,Year,Founded,Founders,Investor,Years of Existence
ShopX,Ecommerce,E-Commerce,Business,,1410000.0,Bangalore,B2B retail operating system,2020,2015,"Amit Sharma, Apoorva Jois",Li and Fung,5
Excess2Sell,Ecommerce,E-Commerce,Business,,1000000.0,Mumbai,B2B Marketplace for Overstock & Surplus Inventory,2020,2016,Rajan Sharma,Gautham Madhavan,4
StyleNook,Ecommerce,E-Commerce,Business,,113866383.8,Mumbai,Marketplace for fashionable apparel,2020,2016,Lathika Pai,"Lead Angels Network, Stanford Angels",4
Soxytoes,Ecommerce,E-Commerce,Business,,113866383.8,Delhi,Online store to buy various types of socks including funky and colorful socks,2020,2016,"Vidushi Kajaria, Aayush Goenka",Angel network,4
Neeman,Ecommerce,E-Commerce,Business,Pre series A,1000000.0,,An eco-conscious footwear brand making comfortable shoes using Merino Wool,2020,2017,"Taran Chhabra, Amar Preet Singh",Anicut Angel Fund,3
Near Store,Ecommerce,E-Commerce,Business,Seed Round,300000.0,Mumbai,Enables a shop to create an online presence,2020,2016,,Sauce.vc,4
MaxWholesale,Ecommerce,E-Commerce,Business,Series A,3000000.0,Delhi,B2B ecommerce platform for kirana stores,2020,2016,Samarth Agrawal,"IAN Fund-I,?Ã¡?Ã¡Al Falaj Investment Company (AFI)",4
Karfa,Ecommerce,E-Commerce,Business,Seed Round,25000.0,Delhi,It sells products crafted by artisans,2020,2016,Kartikeya Goel,Undisclosed,4
Aadhar,Ecommerce,E-Commerce,Business,Seed Round,113866383.8,Mumbai,Ayurveda wellness and lifestyle consumer brand,2020,2017,,"Sprout Venture Partners, JITO Angel Network, LetsVenture",3
Mamaearth,Ecommerce,E-Commerce,Business,Series A,18300000.0,,Online baby and mother care brand,2020,2016,"Ghazal Alagh, Varun Alagh",Sequoia India,4
Propshop24,E-Commerce,E-Commerce,Business,Seed,500000.0,Mumbai,"Propshop24, a one-stop shop for a handpicked selection of 'fun'tastic products from around the world.",2018,2016,,,2
Studds Accessories,E-Commerce,E-Commerce,Business,Private Equity,14600000.0,Faridabad,Studds Accessories is a scooter accessories service provider in India,2018,2016,,,2
Moms Co,E-Commerce,E-Commerce,Business,Series B,5000000.0,New Delhi,It is into mother and baby care-focused consumer goods,2019,2016,Malika Sadani,"Saama Capital, DSG Consumer Partners",3
Shiprocket,E-Commerce,E-Commerce,Business,Series C,7500000.0,New Delhi,Shiprocket helps online retailers simplify their shipping by providing a delightful post purchase experience to their consumers.,2020,2017,"Gautam Kapoor, Saahil Goel, Vishesh Khurana","Bertelsmann India Investments, InnoVen Capital",3
BiteSpeed,E-Commerce,E-Commerce,Business,Seed,275000.0,Gurgaon,Chat-based commerce for E-commerce brands,2020,2019,"Vinayak, Kshitij Abhishek, Apoorv Sadana",Whiteboard Capital,1
FreshToHome,E-Commerce,E-Commerce,Business,,113866383.8,Bangalore,Freshtohome is an e-commerce platform for fresh and chemical-free seafood.,2020,2015,Shan Kadavil,Investment Corporation of Dubai (ICD),5
DealShare,E-Commerce,E-Commerce,Business,Series C,21000000.0,Jaipur,DealShare is a Social Commerce Startup,2020,2018,"Sankar Bora, Sourjyendu Medda, Vineet Rao","Falcon Edge Capital, Omidyar Network",2
RuralBasket,E-Commerce,E-Commerce,Business,,500000.0,"Tirunelveli, Tamilnadu",Naturally grown and healthy products directly from farmers.,2020,2019,Palani Rajan,Nativelead Foundation,1
DaMENSCH,E-Commerce,E-Commerce,Business,,6000000.0,Bangalore,DaMENSCH is a designer and seller of men's apparel.,2020,2018,"Anurag Saboo, Gaurav Pushkar","Whiteboard Capital, Matrix Partners India",2
Arata,E-Commerce,E-Commerce,Business,Pre-series A,1000000.0,New Delhi,Arata is an e-commerce site for beauty products and cosmetics.,2020,2017,"Dhruv Madhok, Dhruv Bhasin",DSG Consumer Partners,3
Rapawalk,E-Commerce,E-Commerce,Business,Seed,300000.0,Bangalore,Rapawalk is an online brand that offers a personalized service of creating your own shoes.,2020,2017,"Kashif Mohammad, Aravind Maddireddy","Sanjay Ramakrishnan, Ravi Garikipati",3
Xpressbees,E-Commerce,E-Commerce,Business,,100000000.0,Pune,Xpressbees is an e-commerce logistics company that provides reliable logistics solutions to its partners.,2020,2015,"Amitava Saha, Supam Maheshwari","Alibaba Group, InnoVen Capital",5
Gully Network,E-Commerce,E-Commerce,Business,Pre-series A,1200000.0,Bangalore,Gully Network is a tech-enabled network of mid-sized grocery stores.,2020,2019,"Ajay Nain, Prateek Chaturvedi","CP Ventures, Orios Venture Partners",1
FreshtoHome,E-Commerce,E-Commerce,Business,Series C,121000000.0,Bangalore,Freshtohome is an e-commerce platform for fresh and chemical-free seafood.,2020,2015,Shan Kadavil,"Ascent Capital, Iron Pillar",5
Jumbotail,E-Commerce,E-Commerce,Business,Series B2,11000000.0,Bangalore,"Jumbotail is solving an important problem of organising food and grocery ecosystem in India through technology, data science and design.",2020,2015,"Ashish Jhina, Karthik Venkateswaran",Nexus Venture Partners and 23 High Networth Individuals (HNIs),5
FreshtoHome,E-Commerce,E-Commerce,Business,,16000000.0,Bangalore,Freshtohome is an e-commerce platform for fresh and chemical-free seafood.,2020,2015,Shan Kadavil,"Ascent Capital, Iron Pillar",5
ShopUp,E-Commerce,E-Commerce,Business,Series A,22000000.0,Bangaldesh,"ShopUp provides easy access to B2B sourcing, last-mile logistics, digital credit, and business management solutions to small businesses.",2020,2017,"Afeef Zaman, Ataur Rahim Chowdhury, Siffat Sarwar","Flourish Ventures, Lonsdale Capital",3
ShipsKart,E-Commerce,E-Commerce,Business,Pre-series A,200000.0,New Delhi,"ShipsKart platform that streamlines the way marine stores are ordered, approved and received on board with the help of technology.",2020,2018,"Dhruv Sawhney, Vivek Sahi, Sunny Bagla",Betatron,2
MobiGarage,E-Commerce,E-Commerce,Business,Pre-series A,113866383.8,New Delhi,An ecommerce platform for refurbished electronics.,2020,2017,"Vaibhav Kapoor, Pulkit Kapoor",,3
Assiduus,E-Commerce,E-Commerce,Business,Series A,1000000.0,Bangalore,"Assiduus leverages its eCommerce experience to help build, grow and scale your brand on various eCommerce platforms",2020,2016,Somdutta Singh,VC Firm K Partners,4
Max wholesale,E-Commerce,E-Commerce,Business,,603000.0,New Delhi,MaxWholesale is an online distributor that provides authentic FMCG goods,2020,2016,"Samarth Agrawal, Rohit Narang","Al Falaj Commercial Investment Co, Vistra ITCL India",4
Bikayi,E-Commerce,E-Commerce,Business,Seed round,2000000.0,Hyderabad,Provides free whatsapp integrated E-Commerce Store,2020,2019,"Sonakshi Nathani, Ashutosh Singla",Mantis ventures,1
DealShare,E-Commerce,E-Commerce,Business,,9000000.0,Jaipur,DealShare is a Social Commerce Startup,2021,2018,"Sankar Bora, Sourjyendu Medda, Vineet Rao","Tiger Global Management, InnoVen Capital",3
Beldara,E-Commerce,E-Commerce,Business,,7400000.0,Mumbai,"BELDARA.COM IS A GLOBAL B2B marketplace, enables businesses to sell worldwide.",2021,2018,Bhagwan (Pradeep) Khandekar,Hindustan Media Ventures,3
Eunimart,E-Commerce,E-Commerce,Business,Pre-series A,700000.0,Hyderabad,Eunimart is a one stop solution for merchants to create a difference by selling globally.,2021,2016,"Saikat Roy, Shayak Mazumder","SucSEED Venture Partners, TMT Connekt",5
UpScalio,E-Commerce,E-Commerce,Business,,42000000.0,Gurugram,"UpScalio is India?ÃÃs next generation, data-driven consumer goods company.",2021,2021,Gautam Kshatriya,,0
Yodacart,E-Commerce,E-Commerce,Business,Pre-seed,225000.0,Thane,YODACART is an e-commerce startup offering real-time product discovery using AI/ML for appliances based on consumers?ÃÃ needs with an AR-enabled browsing experience.,2021,2019,Vikas Sharma,Ajith Daneil,2
Zepto,E-Commerce,E-Commerce,Business,,100000000.0,Bangalore,"Ability to consistently deliver 2,500+ products in 10 minutes flat.",2021,2021,"Aadit Palicha, Kaivalya Vohra",Y-Combinator,0
GlobalBees,E-Commerce,E-Commerce,Business,Series B,111000000.0,New Delhi,Globalbees partners with entrepreneurs who have built an online-first business.,2021,2021,"Nitin Agarwal, Supam Maheshwari","Premji Invest, Steadview Capital",0
Express Stores,E-Commerce,E-Commerce,Business,Seed,1000000.0,Gurugram,Express Stores is a retail and omnichannel startup company,2021,2019,"Apoorv Jain, Kartik Gupta","Venture Highway, Rohit Bansal",2
OwO,E-Commerce,E-Commerce,Business,,200000.0,Gurugram,"Shop packaged drinking water, beverages from your favorite brands i.e. Kinley, Bisleri, Aquafina, Coca-cola, Pepsi etc",2021,2020,Hardev Sahu,ah! Ventures,1
Zetwerk,E-Commerce,E-Commerce,Business,Series D,120000000.0,Bangalore,Zetwerk is an online marketplace that connects buyers and suppliers for manufacturing jobs.,2021,2018,"Amrit Acharya, Rahul Sharma, Srinath Ramakkrushnan, Vishal Chaudhary","Sequoia Capital India, Accel",3
Paperfly,E-Commerce,E-Commerce,Business,,11000000.0,Bangalore,Paperfly is an e-commerce fulfillment and nationwide delivery solution in Bangladesh,2021,2016,"Shahriar Hasan, Md Razibul Islam, Rahath Ahmed, Shamsuddin Ahmed",Ecom Express,5
Infra.Market,E-Commerce,E-Commerce,Business,Debt,6000000.0,Thane,Infra.Market is an online procurement marketplace for every category of materials and products needed for building projects.,2021,2016,"Souvik Sengupta, Aaditya Sharda",InnoVen Capital,5
Udaan,E-Commerce,E-Commerce,Business,,280000000.0,Bangalore,"Udaan is a B2B trade platform that brings manufacturers, traders, retailers, and wholesalers into a single platform",2021,2016,"Amod Malviya, Sujeet Kumar, Vaibhav Gupta","Octahedron Capital, Moonstone Capital",5
KiranaKart,E-Commerce,E-Commerce,Business,Pre-seed,720000.0,Mumbai,A better model for instant grocery delivery in India.,2021,2020,"Kaivalya Vohra, Aadit Palicha",Global Founders Capital,1
Ourbetterplanet,E-Commerce,E-Commerce,Business,Seed,300000.0,Bangalore,A curated online marketplace for all things sustainable!,2021,2020,Pallavi Srivastava,VANS Group,1
QuickSell,E-Commerce,E-Commerce,Business,Pre-series A,2000000.0,Mumbai,B2B Mobile Commerce Platform,2021,2017,Deepak Bhagchandani,"Sanjay Baldwa, Ajay Jain",4
CityMall,E-Commerce,E-Commerce,Business,Series B,22000000.0,Gurugram,CityMall is a social e-commerce platform that sells lifestyle and curated products via peer-to-peer referrals on WhatsApp.,2021,2019,"Angad Kikla, Naisheel Verdhan","General Catalyst, Jungle Ventures",2
WINDO,E-Commerce,E-Commerce,Business,Seed,500000.0,Hyderabad,Convert Instagram Page Into an Online Store in under 2-minutes. Create a free online store and automate your sales.,2021,2020,"Silus Reddy Chintapalli, Rakesh Vaddadi",Unicorn India Ventures,1
CityMall,E-Commerce,E-Commerce,Business,Series A,11000000.0,Gurugram,CityMall is a social e-commerce platform that sells lifestyle and curated products via peer-to-peer referrals on WhatsApp.,2021,2019,"Angad Kikla, Divij Goyal","WaterBridge Ventures, SAIF Partners",2
AMPM,E-Commerce,E-Commerce,Business,,200000.0,Gurugram,24*7 convenience store,2021,2018,Shubham Gupta,Agility Venture Partners,3
DealShare,E-Commerce,E-Commerce,Business,Debt,3000000.0,Jaipur,DealShare is a Social Commerce Startup,2021,2018,"Sankar Bora, Sourjyendu Medda, Vineet Rao","Omidyar Network, Falcon Edge Capital",3
Zepto,E-Commerce,E-Commerce,Business,,60000000.0,Mumbai,Grocery delivery startup,2021,2021,"Aadit Palicha, Kaivalya Vohra","Glade Brook Capital, Nexus, Y Combinator",0
Troo Good,E-Commerce,E-Commerce,Business,Series A,7000000.0,Hyderabad,An FMCG company selling nutritious products at an affordable price points.,2021,2018,Raju Bhupati,OAKS Asset Management,3
ANS Commerce,E-Commerce,E-Commerce,Business,Pre-series A,2200000.0,Gurugram,ANS Commerce is India?ÃÃs #1 full-stack e-commerce enabler helping brands sell online.,2021,2017,"Amit Monga, Nakul Singh, Vibhor Sahare, Sushant Puri","Gokul Rajaram, Venture Catalysts",4
Bikayi,E-Commerce,E-Commerce,Business,Series A,10000000.0,Hyderabad,Empowering SMBs in India,2021,2019,"Sonakshi Nathani, Ashutosh Singla",Sequoia Capital India,2
Eunimart,"E-Commerce Platforms, Retail, Saas",E-Commerce,Business,Seed,101098638.0252758,Hyderabad,Eunimart is a one stop solution for merchants to create a difference by selling globally.,2018,2016,,,2
Urban Ladder,"E-Commerce, E-Commerce Platforms, Furniture, Home Decor, Internet",E-Commerce,Business,Debt Financing,5600000.0,Bangalore,Urban Ladder is a Bangalore-based online furniture company.,2018,2016,,,2
Meesho,"E-Commerce, E-Commerce Platforms, Internet, Mobile Apps, Social Media",E-Commerce,Business,Series C,50000000.0,Bangalore,"Meesho is an online reseller network of housewives and SMBs, who sell products within their network on social channels.",2018,2016,,,2
Spinny,"E-Commerce, E-Commerce Platforms, Internet, Retail",E-Commerce,Business,Series A,11000000.0,Gurgaon,Used cars marketplace in India. Ushering new era of transparency and convenience.,2018,2016,,,2
Magicpin,"E-Commerce, E-Commerce Platforms, Retail",E-Commerce,Business,Series C,20586000.0,Gurgaon,"Magicpin is a platform where users and merchants in a locality discover, interact, and transact.",2018,2016,,,2
Xplorabox,"E-Commerce, Education, Health Care",E-Commerce,Business,Seed,101098638.0252758,Noida,Xplorabox is as an educational activity box subscription startup aiming to revolutionize the early education industry.,2018,2016,,,2
Kobster,"E-Commerce, Facilities Support Services, Procurement, Supply Chain Management",E-Commerce,Business,Seed,101098638.0252758,Chennai,Kobster is a pioneer of B2B eProcurement and an eMarketplace providing Corporates an end-to-end solution for their procure-to-pay cycle.,2018,2016,,,2
Pipa+Bella,"E-Commerce, Fashion, Jewelry, Retail",E-Commerce,Business,Series A,1000000.0,Mumbai,Pipa+Bella is an online store aimed at selling fashionable and affordable costume jewelry at par with international standards and trends,2018,2016,,,2
FabAlley,"E-Commerce, Fashion, Lifestyle",E-Commerce,Business,Series B,8760000.0,Noida,"FabAlley is the ultimate Indian fashion destination for fashion-forward, indie-chic girls. Founded in 2012, Tanvi Malik and Shivani Poddar",2018,2016,,,2
Coutloot,"E-Commerce, Fashion, Mobile",E-Commerce,Business,Seed,1000000.0,Mumbai,The Fashion Re-commerce platform.,2018,2016,,,2
Try & Buy,"E-Commerce, Fashion, Shopping",E-Commerce,Business,Seed,101098638.0252758,New Delhi,Try & Buy,2018,2016,,,2
Healthkart,"E-Commerce, Fitness, Health Care",E-Commerce,Business,Venture - Series Unknown,10000000.0,Gurgaon,"The one stop shop for health, fitness & beauty.",2018,2016,,,2
Milkbasket,"E-Commerce, Food And Beverage, Internet",E-Commerce,Business,Series A,7000000.0,Haryana,"Milkbasket delivers milk, bread, eggs, butter, juices and other daily need items, every morning, right at your doorstep, free of charge.",2018,2016,,,2
Vahdam Teas,"E-Commerce, Food And Beverage, Tea",E-Commerce,Business,Series B,2500000.0,New Delhi,Vahdam Teas is a vertically integrated online-first tea brand that sources premium garden fresh teas direct from over 150+ tea plantations.,2018,2016,,,2
