Company_Brand,Sector,Main Sector,industry,Stage,Amount,HeadQuarter,What it does,Year,Founded,Founders,Investor
Charcoal Eats,QSR startup,,,,2000000.0,Mumbai,"In the last five years, have served over 1.5 million orders and enjoy high customer satisfaction.",2020,2015.0,"Anurag Mehrotra, Krishnakant Thakur, Mohammed Bhol, Gautam Singh",Lokmat Investments
Mitron TV,Video platform,,,,,Bangalore,Mitron is a free short videoplatform for next generation,2020,2020.0,"Shivank Agarwal, Anish Khandelwal",9Unicorns
Svami,Food & Bevarages,,,,800000.0,Mumbai,Svami is the result of three seasoned drinkers extending their love for libations to the larger world of drinks.,2020,2016.0,Sahil Jatana,"Niren Shah, Rukam Capital Trust"
Dhurnia,EdTech,,,,100000.0,"Dhingsara, Haryana",Developer of an online learning platform intended for various competitive exam preparations.,2020,2018.0,"Ajay Kumar, Murari Singh","Chandigarh Angels Network, Modulor Capital"
Expertrons,EdTech,,,,,Mumbai,Expertrons is an AI video bot platform created to help students and professionals prepare for interviews.,2020,2019.0,Jatin Solanki,"Rohit Chanana, Sukanta Ganguly"
Leena AI,AI startup,,,,8000000.0,"New York, United States",Leena AI offers a human resource management platform that transforms employee experience with conversational AI.,2020,2015.0,"Adit Jain, Anand Prajapati, Mayank Goyal","Alan Patricof, Jim Moffatt"
Bizlog,Logistics,Transport & Logistics,transport,,1000000.0,Bangalore,Bizlog Value Chain enables re-commerce and circular economy through unique REVERSE LOGISTICS engine.,2020,2016.0,"HS Srinivasan, Krishnan Rajan, E.V. Shunmugam",IAN Fund
Tamasha.live,Gaming,,,,300000.0,Mumbai,"Tamasha offers a platform for influencers to host live, video based, real money contests and games.",2020,2020.0,"Saurabh Gupta, Siddharth Swarnkar","9Unicorns, Titan Capital, FirstCheque"
Fedo,AI startup,,,,1000000.0,Bangalore,Artificial Intelligence based Credit Score for Health,2020,2017.0,"Arun Mallavarapu, Prasanth Madavana",AIM Smart City
FabHotels,Hospitality,"Travel, Tourism & Hospitality",hospitality,,1000000.0,Gurugram,Fabhotels is the online aggregator for hotel rooms. It aims to provide standardized services at economical budgets.,2020,2015.0,"Adarsh Manpuria, Vaibhav Aggarwal","RB Investments Pte. Ltd, Goldman Sachs"
Freshokartz,AgriTech,Agritech,agriculture,Pre-series A,1000000.0,"Jaipur, Rajastan","Freshokartz provides soil data based crop and fertilisers recommendation to farmers and delivery seeds, pesticides",2020,2016.0,"Chandrakanta, Rajendra Lora","Rajasthan Venture Capital Fund, Innovana Thinklabs"
FlexiLoans,FinTech,,,Debt,6000000.0,Mumbai,"an online lending platform started with an endeavour to solve the problem that SMEs face in accessing Quick, Flexible and Adequate funds for growing their Businesses.",2020,2016.0,"Abhishek Kothari, Deepak Jain, Manish Lunia, Ritesh Jain",>Vikram Sud
Agrix,AgriTech,Agritech,agriculture,,,Patna,"Farming-as-a-service (covering farm machinery and agri input services) and provides market linkages, especially for fragmented farm owners.",2020,2020.0,"Nilay Pandey, Saurav Singh, Vivek Kumar",Maple Capital Advisors
BharatAgri,AgriTech,Agritech,agriculture,Pre-series A,,Pune,A Smart Farming Technology Platform for Indian Farmers,2020,2017.0,"Siddharth Dialani, Sai Gole","021 Capital, India Quotient"
FreshtoHome,E-commerce,,,Series C,121000000.0,Bangalore,Freshtohome is an e-commerce platform for fresh and chemical-free seafood.,2020,2015.0,Shan Kadavil,"Ascent Capital, Iron Pillar"
Credable,FinTech,,,,4500000.0,Mumbai,CredAble provides working capital & supply chain finance programs for large enterprises and their suppliers and distributors.,2020,2017.0,Nirav Choksi,Oaks Asset Management
Railofy,Transportation,Transportation,transport,Seed,5000000.0,Mumbai,Railofy is a WL & RAC protection that enables waitlisted passengers to reach their destination at the lowest possible price.,2020,2019.0,"Rohan Dedhia, Vaibhav Saraf, Hrishabh Sanghvi","Roots Ventures, Better Capital"
Finova Capital,FinTech,,,,55000000.0,"Jaipur, Rajastan",Finova Capital is a non-banking financial company.,2020,2016.0,"Mohit Sahney, Sunita Sahney","Sequoia Capital India, Faering Capital"
Teachmint,Edtech,Edtech,education,Seed,3500000.0,Bangalore,Teachmint is an easy to use platform for tutors to conduct unlimited live classes and manage their classrooms,2020,2020.0,"Mihir, Payoj Jain, Divyansh Bordia, Anshuman Kumar",Lightspeed India
Peel-Works,E-commerce,,,,3000000.0,Mumbai,Peel-Works is a tech and data analytics company specializing in e-commerce for corner stores.,2020,2010.0,"Sachin Chhabra, Nidhi Ramachandran","CESC Ventures, Brun Raschle"
Janani,Fertility tech,,,Pre-seed,200000.0,Bangalore,Janani aims to make the process of infertility treatment and assisted fertilisation easier,2020,2020.0,Nilay Mehrotra,9Unicorns
Credgenics,FinTech,,,Seed,3300000.0,Gurugram,"Credgenics is a tech-enabled platform backed by Titan Capital, helping fintech lenders and Banks in their critical NPA reduction",2020,2018.0,"Anand Agrawal, Mayank Khera, Rishabh Goel","Accel, Sunder Nookala"
Finelistings,Luxury car startup,,,,,New Delhi,A Used Luxury Car Marketplace,2020,2015.0,Aneesh Mathur,Justdial
Wellversed,Healthcare,Health Care & Wellness,health,Pre-series A,,New Delhi,Wellversed Health enables production of customised clinical food products specific to health requirements of a demography or an individual.,2020,2018.0,"Aanan Khurma, Aditya Seth, Ripunjay Chachan","KLUB Works, Shankar Narayanan"
Nykaa,Cosmetics,Health Care & Wellness,health,,,Mumbai,Nykaa is an online marketplace for different beauty and wellness products.,2020,2012.0,Falguni Nayar,"Alia Bhatt, Katrina Kaif"
Jumbotail,E-commerce,,,Series B2,11000000.0,Bangalore,"Jumbotail is solving an important problem of organising food and grocery ecosystem in India through technology, data science and design.",2020,2015.0,"Ashish Jhina, Karthik Venkateswaran",Nexus Venture Partners and 23 High Networth Individuals (HNIs)
Winzo,Gaming startup,,,,2000000.0,New Delhi,WinZO is a mobile e-sports social gaming platform that offers monetary benefits and prizes to players.,2020,2018.0,"Paavan Nanda, Saumya Singh Rathore","Makers Fund, Courtside Ventures"
mCaffeine,Cosmetics,Health Care & Wellness,health,Series B,5000000.0,Mumbai,"MCaffeine is a personal care brand that offers caffein-infused face, body, and hair care products.",2020,2015.0,"Tarun Sharma, Vikas Lachhwani","RPSG Ventures, Amicus Capital"
Pocket FM,FM,,,Series A,5000000.0,Bangalore,Pocket FM is an audiobook & podcast app that brings you over 10K+ popular audiobooks.,2020,2018.0,Rohan Nayak,"Times Group, Lightspeed"
Snackible,Healthcare,Health Care & Wellness,health,Bridge,,Mumbai,Snackible operates a health-food production company designed to sell healthy snack food via online and offline channels.,2020,2015.0,,"Mumbai Angels, Murali Nair"
FreshtoHome,E-commerce,,,,16000000.0,Bangalore,Freshtohome is an e-commerce platform for fresh and chemical-free seafood.,2020,2015.0,Shan Kadavil,"Ascent Capital, Iron Pillar"
Jumbotail,Retail,Business,business,Series B2,11000000.0,Bangalore,Jumbotail is solving an important problem of organising food and grocery ecosystem in India,2020,2015.0,"Ashish Jhina, Karthik Venkateswaran","Nexus Venture Partners, Capria Ventures"
Nykaa,E-commerce,,,,,Mumbai,Nykaa is an online marketplace for different beauty and wellness products.,2020,2012.0,Falguni Nayar,"Katrina Kaif, Steadview Capital"
TagZ Foods,Food,food,food,,,Bangalore,TagZ Foods is a supplier of snacks and food products.,2020,2019.0,"Sagar Bhalotia, Anish Basu Roy","Exfinity Venture Partners, Shesh Kondi"
Genius Teacher,Edtech,Edtech,education,,2000000.0,Mumbai,"Genius Teacher creates engaging educational content, delivers fun learning experience to the students",2020,2016.0,"Advitiya Sharma, Gaurav Lahoti","Sandeep Tandon, Daniel Lapus"
Krimanshi Feeds,Nutrition sector,,,,500000.0,Jodhpur,Krimanshi aims to increase rural income by improving the productivity of Indian cattle with better quality feed.,2020,2015.0,Nikhil Bohra,"Rajasthan Venture Capital Fund, AIM Smart City"
Origo,AgriTech,Agritech,agriculture,Debt,4000000.0,Gurugram,Provider of marketing and warehousing services for agricultural commodities.,2020,2010.0,"Sunoor Kaul,",Northern Arc Capital
GetVantage,FinTech,,,Seed,5000000.0,Mumbai,GetVantage is India and Southeast Asia's first fintech enabled Revenue-based financing platform.,2020,2019.0,"Amit Srivastava, Bhavik Vasa, Sachin Tagra, Sachin Tagra","Samyakth Capital, Venture Catalysts"
Betterplace,Tech platform,,,Series B,10000000.0,Bangalore,Developer of a digital verification platform designed to manage the semi-formal workforce.,2020,2015.0,"Saurabh Tandan, Pravin Agarwala",Jungle Ventures
Biddano,Healthcare,Health Care & Wellness,health,Pre-series A,600000.0,Mumbai,India's 1st tech-enabled healthcare logistics platform.,2020,2016.0,Talha Shaikh,Windrose Capital
InVideo,Video,,,Series A,15000000.0,Mumbai,InVideo enables you to transform your content into great videos.,2020,2017.0,"Harsh Vakharia, Pankit Chheda, Sanket Shah","Base Partners, Sequoia Capital India"
Arzooo,Retail Tech,,,Series A,7500000.0,Bangalore,"Retail tech platform empowering 300,000+ small retailers in electronics space to compete with big organised players and increase sales",2020,2016.0,"Khushnud Khan, Rishi Raj Rathore","3Lines, Jabbar Internet Group"
Hubilo,Tech company,,,Seed,4500000.0,"San Francisco, California, United States",World’s smartest virtual event platform that brings Experience & Intelligence together,2020,2020.0,"Mayank Agarwal, Vaibhav Jain","Nishant Rao, Jonathan Boutelle"
BASIC Home Loan,FinTech,,,Seed,5000000.0,Gurugram,"A platform for automating home loans for middle and low-income households in India,",2020,2020.0,Atul Monga,Picus Capital
Ketos,AI startup,,,,18000000.0,"San Francisco, United States",KETOS provides hardware and software analytics solutions and real-time data for usage and flow across water systems.,2020,2015.0,Meena Sankaran,"Citi Ventures, Illuminated Funds Group"
SUGAR cosmetics,Cosmetics,Health Care & Wellness,health,Debt,2000000.0,Mumbai,It is a cruelty-free makeup brand providing cosmetics that is high on style and higher on performance.,2020,2012.0,"Kasuhik Mukherjee, Vineeta Singh","A91 Partners, RB Investments Pte. Ltd"
Signzy,FinTech,,,,5400000.0,Bangalore,It is creating 'building blocks for a Digital Trust system.,2020,2015.0,"Ankit Ratan, Ankur Pandey, Arpit Ratan","GenNext Ventures, Contrarian Drishti Partners"
Ahaguru,Edtech,Edtech,education,Series A,,Chennai,"It is conducting IIT JEE Coach for Physics, Math and Chemistry easily.",2020,2012.0,"Gomathi S, Dr Balaji Sampath",Anand Mahindra
Tekion,AI startup,,,Series C,150000000.0,"San Ramon, California",It is a cloud-built platform with advanced machine learning and AI capabilities for a personalized and seamless consumer experience.,2020,2016.0,"Guru Sankararaman, Jay Vijayan","Alliance Ventures, Storm Ventures"
Brighteye Ventures,Edtech,Edtech,education,,5400000.0,"Paris, Ile-de-France, France",Education technology venture capital firm.,2020,2017.0,David guerin,Tandem
EzeRx,Medtech,,,Seed,200000.0,Kolkata,Developer and manufacturer of medical devices,2020,2018.0,"Amit mandahar, Chaitali roy","Indian Oil Corporation, Krishna Chakravarty"
VitalTech,HeathTech,,,Seed,3000000.0,"Plano, Texas, United States","VitalTech is a develop technologies that empower patients to better care for their safety,",2020,2018.0,Anjan Panneer Selvam,Tech Mahindra
Genius Teacher,Edtech,Edtech,education,,2000000.0,Mumbai,"Genius Teacher creates engaging educational content, delivers fun learning experience to the students",2020,2016.0,"Advitiya Sharma, Gaurav Lahoti","Whiteboard Capital, VKG Ventures LLP."
Ultraviolette Automotive,Automobiles,,,Series B,4000000.0,Bangalore,Ultraviolette Automotive is a technology startup working on electric two-wheelers and energy infrastructure.,2020,2014.0,"Narayan Subramaniam, Niraj Rajmohan",TVS Motor Company
Tring,Social Media,Media Technology,business,,,Mumbai,"Tring is a celebrity engagement platform, for all occasions including birthday, anniversaries, get well soon messages.",2020,2019.0,"Akshay Saini, Rahul Saini, Pranav Chabhadia","Sujeet Kumar, Hemesh Singh"
Rare Planet,Retail startup,,,Pre-series A,400000.0,Kolkata,Rare Planet sells handicrafts made by local artisans.,2020,2015.0,"Ranodeep Saha, Vijay Kumar",Venture Catalysts
GoodGamer,Gaming,,,Seed,2500000.0,Bangalore,GoodGamer is India's first Daily Fantasy Sports and true Esports gaming platform.,2020,2020.0,Charles Creighton,
InnAccel,Medtech,,,Pre-series A,1500000.0,Bangalore,"A building a portfolio of novel medical devices designed, engineered, and priced for global Emerging Markets.",2020,2012.0,Siraj Dhanani,Mount Judi Ventures
Tiliter,Retail,Business,business,,7500000.0,Sydney,Software that uses computer vision to recognise products without barcodes,2020,2017.0,"Chris Sampson, Marcel Herz, Martin Karafilis","AngelList, Investec"
Slintel,Sles and marketing,,,,4200000.0,"San Francisco Bay Area, Silicon Valley, West Coast","Slintel, a leader in capturing technographics-powered buying intent, helps companies uncover the 3% of active buyers in their target market.",2020,2016.0,"Deepak Anchala, Rahul Bhattacharya, Ranjana TN","Accel, Stellaris Venture Partners"
SoOLEGAL,LegalTech,,,,4000000.0,New Delhi,"SoOLEGAL is a global integrated directory of lawyers, legal aid organizations, and Law firms.",2020,2015.0,Manish Kaul,
HobSpace,Edtech,Edtech,education,Seed,200000.0,Mumbai,India's Activity Hub for Kids,2020,2019.0,"Priya Goel Sheth, Harsh Jain",Artha Venture
Supplynote,SaaS startup,,,Seed,500000.0,Noida,Supplynote is India's leading procurement platform with a unique stack of SAAS and E-commerce to solve the procurement problem,2020,2015.0,"Abhishek Verma, Harshit Mittal, Kumar Kushang, Nitin Prakash","MOX, SOSV"
Hire Me Car,Car Service,,,Seed,,Noida,India's largest cloud based digital discovery and services provisioning platform for the taxi rental,2020,,Pankaj Sharma,
ShopUp,E-commerce,,,Series A,22000000.0,Bangaldesh,"ShopUp provides easy access to B2B sourcing, last-mile logistics, digital credit, and business management solutions to small businesses.",2020,2017.0,"Afeef Zaman, Ataur Rahim Chowdhury, Siffat Sarwar","Flourish Ventures, Lonsdale Capital"
Harmonizer India,Tech Startup,,,,,Bangalore,"Energy-efficient solutions based on the Artificial Intelligence, Machine Learning and Internet of Things technology,",2020,2019.0,M R Srinivas,Kapil Dev
Zomato,FoodTech,,,,52000000.0,Gurugram,Zomato is a food delivery and restaurant discovery site that provides information and reviews about restaurants.,2020,2008.0,"Deepinder Goyal, Gaurav Gupta, Pankaj Chaddah","Kora, Tiger Global Management"
Dukaan,Tech Startup,,,Seed,6000000.0,Mumbai,Developer of an android application designed for businesses to sell online.,2020,2020.0,"Subhash Choudhary, Suumit Shah","Lightspeed, Matrix Partners."
CredR,Bike marketplace,,,,2000000.0,Mumbai,India’s Only 100% Inspected and Certified Used Bikes Marketplace.,2020,2014.0,"Nikhil Jain, Nittin Mittal, Sumit Chhazed","Eight Roads Ventures, On Mauritius"
Satyukt,Agri tech,,,Seed,500000.0,Bangalore,An agritech company that provides business to business (B2B) agricultural data,2020,2018.0,"Sat Tomer, Yukti Gill","NABVENTURES, Social Alpha (India)"
RACEnergy,Automobiles,,,,,Hyderabad,RACEnergy builds and deploys battery swapping infrastructure for use in various segments of vehicles.,2020,2018.0,"Arun Sreyas, Gautham Maheswaran","growX Ventures, Huddle (Incubator)"
TREAD,Fitness startup,,,Pre-seed,1100000.0,Bangalore,A homegrown fitness startup that aims to advance the 'Fit India' initiative by offering holistic and affordable workouts.,2020,2020.0,Dinesh Godara,"Better Capital, Kunal Shah, Gaurav Munjal"
Anveshan,FoodTech,,,Pre-seed,100000.0,Bangalore,Provide quality and healthy food products,2020,2019.0,"Aayushi Khandelwal, Akhil Kansal, Kuldeep Parewa",Titan Capital
TeaMonk,Food & Bevarages,,,Pre-series A,900000.0,Bangalore,India's Finest Specialty Tea company.,2020,2016.0,"Amit Dutta, Ashok Mittal","Lead Angels Network, Roots Ventures"
Fleetx,Tech Startup,,,Pre-series B,3000000.0,Gurugram,"Fleetx is an intelligent data platform which uses AI, machine learning, sensors and predictive analytics to help fleet owners.",2020,2017.0,"Abhay Jeet Gupta, Parveen Kataria, Udbhav Rai, Vineet Sharma, Vishal Mishra","Rohit Bansal, Rohan Ranavat"
